y, u
0.10124, 1.48831
0.10354, 1.48831
0.10815, 1.48831
0.11275, 1.48831
0.11735, 1.48831
0.12425, 1.48831
0.13116, 1.48831
0.14036, 1.48831
0.14956, 1.48831
0.16107, 1.48831
0.17487, 1.48831
0.18868, 1.48831
0.20364, 1.48831
0.22089, 1.48831
0.23930, 1.48831
0.25771, 1.48831
0.27842, 1.48831
0.30028, 1.48831
0.32214, 1.48831
0.34630, 1.48831
0.36931, 1.48831
0.39347, 1.48831
0.41993, 1.48831
0.44409, 1.48831
0.46940, 1.48831
0.49471, 1.48831
0.52002, 1.48831
0.54303, 1.48831
0.56604, 1.48831
0.58905, 1.48831
0.60976, 1.48831
0.63162, 1.48831
0.65002, 1.48831
0.66843, 1.48831
0.68339, 1.48831
0.69950, 1.48831
0.71330, 1.48831
0.72366, 1.48831
0.73286, 1.48831
0.74206, 1.48831
0.74782, 1.48831
0.75127, 1.48831
0.75472, 1.48831
0.75472, 1.48831
0.75472, 1.48831
0.75012, 1.48831
0.74551, 1.48831
0.73746, 1.48831
0.72941, 1.48831
0.71905, 1.48831
0.70640, 1.48831
0.69259, 1.48831
0.67879, 1.48831
0.66268, 1.48831
0.64542, 1.48831
0.62701, 1.48831
0.60746, 1.48831
0.58675, 1.48831
0.56604, 1.48831
0.54533, 1.48831
0.52232, 1.48831
0.50161, 1.48831
0.47975, 1.48831
0.45674, 1.48831
0.43488, 1.48831
0.41417, 1.48831
0.39347, 1.48831
0.37391, 1.48831
0.35550, 1.48831
0.33824, 1.48831
0.32214, 1.48831
0.30603, 1.48831
0.29222, 1.48831
0.28072, 1.48831
0.27151, 1.48831
0.26231, 1.48831
0.25426, 1.48831
0.24966, 1.48831
0.24620, 1.48831
0.24505, 1.48831
0.24620, 1.48831
0.24850, 1.48831
0.25426, 1.48831
0.26001, 1.48831
0.26806, 1.48831
0.27727, 1.48831
0.28992, 1.48831
0.30143, 1.48831
0.31753, 1.48831
0.33249, 1.48831
0.34975, 1.48831
0.36585, 1.48831
0.38426, 1.48831
0.40497, 1.48831
0.42453, 1.48831
0.44409, 1.48831
0.46480, 1.48831
0.48435, 1.48831
0.50621, 1.48831
0.52577, 1.48831
0.54418, 1.48831
0.56374, 1.48831
0.58215, 1.48831
0.59940, 1.48831
0.61666, 1.48831
0.63162, 1.48831
0.64542, 1.48831
0.65923, 1.48831
0.66958, 1.48831
0.68109, 1.48831
0.68799, 1.48831
0.69604, 1.48831
0.70065, 1.48831
0.70640, 1.48831
0.70870, 1.48831
0.70870, 1.48831
0.70870, 1.48831
0.70525, 1.48831
0.70180, 1.48831
0.69604, 1.48831
0.68799, 1.48831
0.68109, 1.48831
0.66958, 1.48831
0.66038, 1.48831
0.64657, 1.48831
0.63277, 1.48831
0.61896, 1.48831
0.60400, 1.48831
0.58675, 1.48831
0.57064, 1.48831
0.55338, 1.48831
0.53498, 1.48831
0.51657, 1.48831
0.49816, 1.48831
0.47975, 1.48831
0.46134, 1.48831
0.44294, 1.48831
0.42453, 1.48831
0.40727, 1.48831
0.39117, 1.48831
0.37506, 1.48831
0.36010, 1.48831
0.34630, 1.48831
0.33249, 1.48831
0.32214, 1.48831
0.31063, 1.48831
0.30143, 1.48831
0.29452, 1.48831
0.28762, 1.48831
0.28302, 1.48831
0.28187, 1.48831
0.28072, 1.48831
0.28072, 1.48831
0.28187, 1.48831
0.28647, 1.48831
0.29107, 1.48831
0.29683, 1.48831
0.30488, 1.48831
0.31408, 1.48831
0.32444, 1.48831
0.33709, 1.48831
0.34975, 1.48831
0.36355, 1.48831
0.37736, 1.48831
0.39232, 1.48831
0.40957, 1.48831
0.42453, 1.48831
0.44179, 1.48831
0.45789, 1.48831
0.47515, 1.48831
0.49241, 1.48831
0.50851, 1.48831
0.52577, 1.48831
0.54073, 1.48831
0.55684, 1.48831
0.57064, 1.48831
0.58560, 1.48831
0.59825, 1.48831
0.60976, 1.48831
0.61896, 1.48831
0.63047, 1.48831
0.63737, 1.48831
0.64542, 1.48831
0.65117, 1.48831
0.65578, 1.48831
0.66038, 1.48831
0.66268, 1.48831
0.66268, 1.48831
0.66268, 1.48831
0.66038, 1.48831
0.65578, 1.48831
0.65117, 1.48831
0.64657, 1.48831
0.63967, 1.48831
0.63162, 1.48831
0.62126, 1.48831
0.61206, 1.48831
0.59940, 0.92206
0.58905, 0.92206
0.57524, 0.92206
0.56144, 0.92206
0.54418, 0.92206
0.52692, 0.92206
0.50851, 0.92206
0.49011, 0.92206
0.46940, 0.92206
0.44639, 0.92206
0.42338, 0.92206
0.39807, 0.92206
0.37276, 0.92206
0.34630, 0.92206
0.31868, 0.92206
0.29107, 0.92206
0.26231, 0.92206
0.23470, 0.92206
0.20709, 0.92206
0.17948, 0.92206
0.15186, 0.92206
0.12425, 0.92206
0.09779, 0.92206
0.07363, 0.92206
0.04832, 0.92206
0.02761, 0.92206
0.00575, 0.92206
-0.01266, 0.92206
-0.03106, 0.92206
-0.04602, 0.92206
-0.05867, 0.92206
-0.06903, 0.92206
-0.07823, 0.92206
-0.08514, 0.92206
-0.08974, 0.92206
-0.09089, 0.92206
-0.09089, 0.92206
-0.08744, 0.92206
-0.08168, 0.92206
-0.07363, 0.92206
-0.06443, 0.92206
-0.05292, 0.92206
-0.04027, 0.92206
-0.02301, 0.92206
-0.00690, 0.92206
0.01150, 0.92206
0.03221, 0.92206
0.05292, 0.92206
0.07478, 0.92206
0.09779, 0.92206
0.12080, 0.92206
0.14496, 0.92206
0.17027, 0.92206
0.19328, 0.92206
0.21744, 0.92206
0.24045, 0.92206
0.26346, 0.92206
0.28532, 0.92206
0.30603, 0.92206
0.32674, 0.92206
0.34515, 0.92206
0.36125, 0.92206
0.37736, 0.92206
0.38886, 0.92206
0.40152, 0.92206
0.41072, 0.92206
0.41878, 0.92206
0.42453, 0.92206
0.42798, 0.92206
0.42913, 0.92206
0.42913, 0.92206
0.42568, 0.92206
0.42108, 0.92206
0.41533, 0.92206
0.40612, 0.92206
0.39577, 0.92206
0.38426, 0.92206
0.36931, 0.92206
0.35435, 0.92206
0.33709, 0.92206
0.31868, 0.92206
0.29913, 0.92206
0.27842, 0.92206
0.25771, 0.92206
0.23585, 0.92206
0.21284, 0.92206
0.18983, 0.92206
0.16682, 0.92206
0.14496, 0.92206
0.12195, 0.92206
0.10124, 0.92206
0.07938, 0.92206
0.05752, 0.92206
0.03912, 0.92206
0.02071, 0.92206
0.00460, 0.92206
-0.01150, 0.92206
-0.02531, 0.92206
-0.03682, 0.92206
-0.04602, 0.92206
-0.05522, 0.92206
-0.05983, 0.92206
-0.06443, 0.92206
-0.06788, 0.92206
-0.06788, 0.92206
-0.06443, 0.92206
-0.06213, 0.92206
-0.05522, 0.92206
-0.04832, 0.92206
-0.03912, 0.92206
-0.02646, 0.92206
-0.01266, 0.92206
0.00115, 0.92206
0.01841, 0.92206
0.03451, 0.92206
0.05292, 0.92206
0.07363, 0.92206
0.09319, 0.92206
0.11275, 0.92206
0.13461, 0.92206
0.15647, 0.92206
0.17717, 0.92206
0.19903, 0.92206
0.21859, 0.92206
0.24045, 0.92206
0.26001, 0.92206
0.27842, 0.92206
0.29683, 0.92206
0.31408, 0.92206
0.32904, 0.92206
0.34515, 0.92206
0.35665, 0.92206
0.36816, 0.92206
0.37736, 0.92206
0.38656, 0.92206
0.39232, 0.92206
0.39577, 0.92206
0.39807, 0.92206
0.39807, 0.92206
0.39692, 0.92206
0.39347, 0.92206
0.38886, 0.92206
0.38196, 0.92206
0.37391, 0.92206
0.36355, 0.92206
0.35090, 0.92206
0.33824, 0.92206
0.32329, 0.92206
0.30833, 0.92206
0.29107, 0.92206
0.27382, 0.92206
0.25426, 0.92206
0.23585, 0.92206
0.21629, 0.92206
0.19558, 0.92206
0.17602, 0.92206
0.15647, 0.92206
0.13576, 0.92206
0.11620, 0.92206
0.09779, 0.92206
0.07938, 0.92206
0.06098, 0.92206
0.04602, 0.92206
0.02991, 0.92206
0.01611, 0.92206
0.00230, 0.92206
-0.00805, 0.92206
-0.01726, 0.92206
-0.02531, 0.92206
-0.03106, 0.92206
-0.03567, 0.92206
-0.03912, 0.92206
-0.03912, 0.92206
-0.03912, 0.92206
-0.03567, 0.92206
-0.03106, 0.92206
-0.02531, 0.92206
-0.01611, 0.92206
-0.00805, 0.92206
0.00460, 0.92206
0.01611, 0.92206
0.02991, 0.92206
0.04372, 0.92206
0.05983, 0.92206
0.07593, 0.92206
0.09319, 0.92206
0.11160, 0.92206
0.13000, 0.92206
0.14841, 0.92206
0.16797, 0.92206
0.18523, 0.92206
0.20479, 0.92206
0.22204, 0.92206
0.24045, 0.92206
0.25771, 0.92206
0.27267, 0.92206
0.28762, 0.92206
0.30373, 0.92206
0.31523, 0.92206
0.32789, 0.92206
0.33709, 0.92206
0.34630, 0.92206
0.35435, 0.92206
0.36010, 0.92206
0.36355, 0.92206
0.36585, 0.92206
0.36816, 0.92206
0.36816, 0.92206
0.36470, 0.92206
0.36010, 0.92206
0.35550, 0.92206
0.34975, 0.92206
0.34054, 0.92206
0.32904, 0.92206
0.31868, 0.92206
0.30603, 0.92206
0.29222, 0.92206
0.27842, 0.92206
0.26346, 0.92206
0.24850, 0.92206
0.23125, 0.92206
0.21399, 0.92206
0.19788, 0.92206
0.17948, 0.92206
0.16222, 0.92206
0.14381, 0.92206
0.12655, 0.92206
0.11160, 0.92206
0.09434, 0.92206
0.07938, 0.92206
0.06558, 0.92206
0.05177, 0.92206
0.03912, 0.92206
0.02876, 0.92206
0.01841, 0.92206
0.00920, 0.92206
0.00230, 0.92206
-0.00345, 0.92206
-0.00805, 0.92206
-0.00920, 0.92206
-0.01150, 0.92206
-0.01150, 0.92206
-0.00920, 0.92206
-0.00690, 0.92206
0.00000, 0.92206
0.00575, 0.92206
0.01381, 0.92206
0.02301, 0.92206
0.03336, 0.92206
0.04372, 0.92206
0.05637, 0.92206
0.07018, 0.92206
0.08399, 0.92206
0.09894, 0.92206
0.11505, 0.92206
0.13000, 0.92206
0.14496, 0.92206
0.16222, 0.92206
0.17717, 0.92206
0.19443, 0.92206
0.20939, 0.92206
0.22550, 0.92206
0.24045, 0.92206
0.25311, 0.92206
0.26691, 0.92206
0.28072, 0.92206
0.29107, 0.92206
0.30143, 0.92206
0.31063, 0.92206
0.31868, 0.92206
0.32674, 0.92206
0.33134, 0.92206
0.33594, 0.92206
0.33824, 0.92206
0.33824, 0.92206
0.33824, 0.92206
0.33824, 0.92206
0.33364, 0.92206
0.33134, 0.92206
0.32444, 0.92206
0.31868, 0.92206
0.30948, 0.92206
0.30028, 0.92206
0.29107, 0.92206
0.27842, 0.92206
0.26806, 0.92206
0.25426, 0.92206
0.24045, 0.92206
0.22665, 0.92206
0.21284, 0.92206
0.19788, 0.92206
0.18178, 0.92206
0.16797, 0.92206
0.15301, 0.92206
0.13921, 0.92206
0.12425, 0.92206
0.11045, 0.92206
0.09779, 0.92206
0.08399, 0.92206
0.07133, 0.92206
0.06098, 0.92206
0.05062, 0.92206
0.04257, 0.92206
0.03451, 0.92206
0.02761, 0.92206
0.02071, 0.92206
0.01841, 0.92206
0.01496, 0.92206
0.01381, 0.92206
0.01381, 0.92206
0.01381, 0.92206
0.01611, 0.92206
0.02071, 0.92206
0.02531, 0.92206
0.03221, 0.92206
0.03797, 0.92206
0.04717, 0.92206
0.05637, 0.92206
0.06673, 0.92206
0.07823, 0.92206
0.08974, 0.92206
0.10239, 0.92206
0.11620, 0.92206
0.12885, 0.92206
0.14266, 0.92206
0.15647, 0.92206
0.17027, 0.92206
0.18523, 0.92206
0.19788, 0.92206
0.21169, 0.92206
0.22550, 0.92206
0.23700, 0.92206
0.24966, 0.92206
0.26001, 0.92206
0.27151, 0.92206
0.28072, 0.92206
0.28762, 0.92206
0.29567, 0.92206
0.30143, 0.92206
0.30603, 0.92206
0.31063, 0.92206
0.31408, 0.92206
0.31523, 0.92206
0.31523, 0.92206
0.31523, 0.92206
0.31293, 0.92206
0.30948, 0.92206
0.30488, 0.92206
0.30028, 0.92206
0.29222, 0.92206
0.28647, 0.92206
0.27727, 0.92206
0.26806, 0.92206
0.25886, 0.92206
0.24620, 0.92206
0.23585, 0.92206
0.22319, 0.92206
0.21169, 0.92206
0.19903, 0.92206
0.18523, 0.92206
0.17257, 0.92206
0.15877, 0.92206
0.14726, 0.92206
0.13461, 0.92206
0.12195, 0.92206
0.11160, 0.92206
0.09894, 0.92206
0.08859, 0.92206
0.07938, 0.92206
0.07018, 0.92206
0.06213, 0.92206
0.05522, 0.92206
0.04832, 0.92206
0.04257, 0.92206
0.03797, 0.92206
0.03451, 0.92206
0.03451, 0.92206
0.03336, 0.92206
0.03336, 0.92206
0.03451, 0.92206
0.03797, 0.92206
0.04257, 0.92206
0.04717, 0.92206
0.05292, 0.92206
0.05983, 0.92206
0.06903, 0.92206
0.07593, 0.92206
0.08514, 0.92206
0.09434, 0.92206
0.10584, 0.92206
0.11620, 0.92206
0.12885, 0.92206
0.13921, 0.92206
0.15186, 0.92206
0.16337, 0.92206
0.17487, 0.92206
0.18638, 0.92206
0.19903, 0.92206
0.20939, 0.92206
0.22089, 0.92206
0.23125, 1.32521
0.24045, 1.32521
0.25081, 1.32521
0.26001, 1.32521
0.26806, 1.32521
0.27612, 1.32521
0.28302, 1.32521
0.29107, 1.32521
0.29913, 1.32521
0.30488, 1.32521
0.31293, 1.32521
0.31984, 1.32521
0.32674, 1.32521
0.33249, 1.32521
0.33824, 1.32521
0.34515, 1.32521
0.35090, 1.32521
0.35665, 1.32521
0.36355, 1.32521
0.36931, 1.32521
0.37391, 1.32521
0.37966, 1.32521
0.38426, 1.32521
0.38886, 1.32521
0.39347, 1.32521
0.39692, 1.32521
0.40152, 1.32521
0.40497, 1.32521
0.40727, 1.32521
0.41072, 1.32521
0.41417, 1.32521
0.41533, 1.32521
0.41648, 1.32521
0.41878, 1.32521
0.41993, 1.32521
0.41993, 1.32521
0.41993, 1.32521
0.41993, 1.32521
0.41993, 1.32521
0.41878, 1.32521
0.41648, 1.32521
0.41533, 1.32521
0.41417, 1.32521
0.41187, 1.32521
0.40957, 1.32521
0.40612, 1.32521
0.40267, 1.32521
0.40037, 1.32521
0.39692, 1.32521
0.39347, 1.32521
0.38886, 1.32521
0.38656, 1.32521
0.38196, 1.32521
0.37851, 1.32521
0.37391, 1.32521
0.36931, 1.32521
0.36585, 1.32521
0.36355, 1.32521
0.35895, 1.32521
0.35550, 1.32521
0.35205, 1.32521
0.34975, 1.32521
0.34630, 1.32521
0.34284, 1.32521
0.34169, 1.32521
0.33824, 1.32521
0.33709, 1.32521
0.33594, 1.32521
0.33364, 1.32521
0.33364, 1.32521
0.33249, 1.32521
0.33249, 1.32521
0.33249, 1.32521
0.33364, 1.32521
0.33364, 1.32521
0.33594, 1.32521
0.33709, 1.32521
0.33824, 1.32521
0.34169, 1.32521
0.34284, 1.32521
0.34630, 1.32521
0.34975, 1.32521
0.35205, 1.32521
0.35665, 1.32521
0.36010, 1.32521
0.36355, 1.32521
0.36816, 1.32521
0.37046, 1.32521
0.37506, 1.32521
0.37851, 1.32521
0.38311, 1.32521
0.38656, 1.32521
0.38886, 1.32521
0.39232, 1.32521
0.39692, 1.32521
0.40037, 1.32521
0.40152, 1.32521
0.40497, 1.32521
0.40727, 1.32521
0.41072, 1.32521
0.41187, 1.32521
0.41417, 1.32521
0.41417, 1.32521
0.41533, 1.32521
0.41648, 1.32521
0.41648, 1.32521
0.41648, 1.32521
0.41648, 1.32521
0.41648, 1.32521
0.41533, 1.32521
0.41417, 1.32521
0.41187, 1.32521
0.41072, 1.32521
0.40957, 1.32521
0.40612, 1.32521
0.40267, 1.32521
0.40152, 1.32521
0.39807, 1.32521
0.39347, 1.32521
0.39232, 1.32521
0.38886, 1.32521
0.38426, 1.32521
0.38196, 1.32521
0.37736, 1.32521
0.37391, 1.32521
0.36931, 1.32521
0.36585, 1.32521
0.36355, 1.32521
0.35895, 1.32521
0.35550, 1.32521
0.35205, 1.32521
0.34975, 1.32521
0.34630, 1.32521
0.34284, 1.32521
0.34054, 1.32521
0.33824, 1.32521
0.33709, 1.32521
0.33594, 1.32521
0.33364, 1.32521
0.33364, 1.32521
0.33249, 1.32521
0.33249, 1.32521
0.33249, 1.32521
0.33364, 1.32521
0.33364, 1.32521
0.33594, 1.32521
0.33709, 1.32521
0.33824, 1.32521
0.34169, 1.32521
0.34515, 1.32521
0.34630, 1.32521
0.34975, 1.32521
0.35205, 1.32521
0.35550, 1.32521
0.35895, 1.32521
0.36355, 1.32521
0.36585, 1.32521
0.36931, 1.32521
0.37391, 1.32521
0.37736, 1.32521
0.38196, 1.32521
0.38426, 1.32521
0.38771, 1.32521
0.39232, 1.32521
0.39347, 1.32521
0.39807, 1.32521
0.40037, 1.32521
0.40267, 1.32521
0.40612, 1.32521
0.40727, 1.32521
0.40957, 1.32521
0.41187, 1.32521
0.41417, 1.32521
0.41417, 1.32521
0.41417, 1.32521
0.41417, 1.32521
0.41417, 1.32521
0.41417, 1.32521
0.41417, 1.32521
0.41187, 1.32521
0.41072, 1.32521
0.40957, 1.32521
0.40727, 1.32521
0.40612, 1.32521
0.40267, 1.32521
0.40037, 1.32521
0.39807, 1.32521
0.39347, 1.32521
0.39232, 1.32521
0.38771, 1.32521
0.38426, 1.32521
0.37966, 1.32521
0.37736, 1.32521
0.37391, 1.32521
0.36931, 1.32521
0.36585, 1.32521
0.36125, 1.32521
0.35895, 1.32521
0.35550, 1.32521
0.35090, 1.32521
0.34975, 1.34350
0.34515, 1.34350
0.34284, 1.34350
0.34054, 1.34350
0.33824, 1.34350
0.33594, 1.34350
0.33364, 1.34350
0.33249, 1.34350
0.33134, 1.34350
0.33134, 1.34350
0.33134, 1.34350
0.33134, 1.34350
0.33134, 1.34350
0.33249, 1.34350
0.33364, 1.34350
0.33594, 1.34350
0.33824, 1.34350
0.34054, 1.34350
0.34284, 1.34350
0.34630, 1.34350
0.34975, 1.34350
0.35205, 1.34350
0.35665, 1.34350
0.36010, 1.34350
0.36470, 1.34350
0.36816, 1.34350
0.37276, 1.34350
0.37736, 1.34350
0.38196, 1.34350
0.38426, 1.34350
0.38886, 1.34350
0.39232, 1.34350
0.39692, 1.34350
0.40152, 1.34350
0.40497, 1.34350
0.40727, 1.34350
0.41072, 1.34350
0.41417, 1.34350
0.41648, 1.34350
0.41878, 1.34350
0.42108, 1.34350
0.42338, 1.34350
0.42453, 1.34350
0.42453, 1.34350
0.42453, 1.34350
0.42568, 1.34350
0.42568, 1.34350
0.42453, 1.34350
0.42453, 1.34350
0.42338, 1.34350
0.42108, 1.34350
0.41993, 1.34350
0.41648, 1.34350
0.41417, 1.34350
0.41187, 1.34350
0.40957, 1.34350
0.40612, 1.34350
0.40152, 1.34350
0.39807, 1.34350
0.39347, 1.34350
0.39117, 1.34350
0.38656, 1.34350
0.38311, 1.34350
0.37851, 1.34350
0.37391, 1.34350
0.37046, 1.34350
0.36816, 1.34350
0.36355, 1.34350
0.36010, 1.34350
0.35665, 1.34350
0.35205, 1.34350
0.34975, 1.34350
0.34745, 1.34350
0.34515, 1.34350
0.34284, 1.34350
0.34054, 1.34350
0.33824, 1.34350
0.33824, 1.34350
0.33709, 1.34350
0.33709, 1.34350
0.33709, 1.34350
0.33709, 1.34350
0.33709, 1.34350
0.33824, 1.34350
0.34054, 1.34350
0.34169, 1.34350
0.34284, 1.34350
0.34630, 1.34350
0.34745, 1.34350
0.35090, 1.34350
0.35435, 1.34350
0.35665, 1.34350
0.36010, 1.34350
0.36355, 1.34350
0.36816, 1.34350
0.37046, 1.34350
0.37506, 1.34350
0.37851, 1.34350
0.38196, 1.34350
0.38656, 1.34350
0.38886, 1.34350
0.39347, 1.34350
0.39692, 1.34350
0.40037, 1.34350
0.40267, 1.34350
0.40612, 1.34350
0.40957, 1.34350
0.41187, 1.34350
0.41417, 1.34350
0.41533, 1.34350
0.41648, 1.34350
0.41878, 1.34350
0.41993, 1.34350
0.41993, 1.34350
0.41993, 1.34350
0.41993, 1.34350
0.41993, 1.34350
0.41993, 1.34350
0.41878, 1.34350
0.41648, 1.34350
0.41533, 1.34350
0.41417, 1.34350
0.41187, 1.34350
0.41072, 1.34350
0.40727, 1.34350
0.40497, 1.34350
0.40152, 1.34350
0.39807, 1.34350
0.39577, 1.34350
0.39232, 1.34350
0.38886, 1.34350
0.38426, 1.34350
0.38196, 1.34350
0.37851, 1.34350
0.37506, 1.34350
0.37046, 1.34350
0.36816, 1.34350
0.36470, 1.34350
0.36125, 1.34350
0.35895, 1.34350
0.35550, 1.34350
0.35435, 1.34350
0.35090, 1.34350
0.34975, 1.34350
0.34745, 1.34350
0.34630, 1.34350
0.34515, 1.34350
0.34284, 1.34350
0.34169, 1.34350
0.34169, 1.34350
0.34169, 1.34350
0.34169, 1.34350
0.34284, 1.34350
0.34284, 1.34350
0.34515, 1.34350
0.34630, 1.34350
0.34745, 1.34350
0.34975, 1.34350
0.35090, 1.34350
0.35435, 1.34350
0.35665, 1.34350
0.35895, 1.34350
0.36125, 1.34350
0.36470, 1.34350
0.36816, 1.34350
0.37046, 1.34350
0.37391, 1.34350
0.37736, 1.34350
0.38196, 1.34350
0.38311, 1.34350
0.38771, 1.34350
0.39117, 1.34350
0.39232, 1.34350
0.39577, 1.34350
0.39807, 1.34350
0.40152, 1.34350
0.40267, 1.34350
0.40612, 1.34350
0.40727, 1.34350
0.40957, 1.34350
0.41072, 1.34350
0.41072, 1.34350
0.41187, 1.34350
0.41187, 1.34350
0.41417, 1.34350
0.41417, 1.34350
0.41187, 1.34350
0.41187, 1.34350
0.41187, 1.34350
0.41072, 1.34350
0.40957, 1.34350
0.40727, 1.34350
0.40497, 1.34350
0.40267, 1.34350
0.40152, 1.34350
0.39807, 1.34350
0.39577, 1.34350
0.39232, 1.34350
0.39117, 1.34350
0.38771, 1.34350
0.38426, 1.34350
0.38196, 1.34350
0.37851, 1.34350
